PD	1/X	X	PD
0.62124340000000000	0.20375166431311520	4.90793537010451519	0.62124340000000000
0.62302679999999999	0.41300945630378100	2.42125206756638933	0.62302679999999999
0.62481019999999998	0.62775279440300180	1.59298374920179908	0.62481019999999998
0.62659359999999997	0.84794183519074606	1.17932617368153347	0.62659359999999997
0.62837699999999996	1.07351691140213013	0.93151769606860779	0.62837699999999996
0.63016039999999995	1.30439822871128608	0.76663704226889040	0.63016039999999995
0.63194380000000006	1.54048585218622081	0.64914585134347313	0.63194380000000006
0.63372720000000005	1.78166000793595325	0.56127431470973888	0.63372720000000005
0.63551060000000004	2.02778171857047385	0.49314972654205130	0.63551060000000004
0.63729400000000003	2.27869378286083002	0.43884790818384151	0.63729400000000003
0.63907740000000002	2.53422210072883347	0.39459840544852143	0.63907740000000002
0.64086080000000001	2.79417733482061603	0.35788709168102933	0.64086080000000001
0.64264420000000000	3.05835688991110999	0.32697295835512008	0.64264420000000000
0.64442759999999999	3.32654718178161213	0.30061199957621704	0.64442759999999999
0.64621099999999998	3.59852615855013358	0.27789154668891047	0.64621099999999998
0.64799439999999997	3.87406603022355478	0.25812673098457606	0.64799439999999997
0.64977779999999996	4.15293615691396933	0.24079349217424428	0.64977779999999996
0.65156119999999995	4.43490604304529246	0.22548392013133509	0.65156119999999995
0.65334460000000005	4.71974838415871734	0.21187570154298541	0.65334460000000005
0.65512800000000004	5.00724211465323599	0.19971073439280906	0.65512800000000004
0.65691140000000003	5.29717540886969207	0.18877985394359054	0.65691140000000003
0.65869480000000002	5.58934859411601259	0.17891172525054427	0.65869480000000002
0.66047820000000002	5.88357694221263117	0.16996463372907483	0.66047820000000002
0.66226160000000001	6.17969331551827317	0.16182032812030137	0.66226160000000001
0.66404500000000000	6.47755065376342554	0.15437934081133042	0.66404500000000000
0.66582839999999999	6.77702429897783798	0.14755738741424132	0.66582839999999999
0.66761179999999998	7.07801416700550234	0.14128256547741133	0.66761179999999998
0.66939519999999997	7.38044678530456633	0.13549315225619277	0.66939519999999997
0.67117859999999996	7.68427722778679545	0.13013585667939484	0.67117859999999996
0.67296200000000006	7.98949098835529625	0.12516441929248090	0.67296200000000006
0.67474540000000005	8.29610584568522569	0.12053848137919990	0.67474540000000005
0.67652880000000004	8.60417378296128454	0.11622266416565004	0.67652880000000004
0.67831220000000003	8.91378303821122131	0.11218581333124703	0.67831220000000003
0.68009560000000002	9.22506037423796776	0.10840037457018861	0.68009560000000002
0.68187900000000001	9.53817367287002504	0.10484187374825826	0.68187900000000001
0.68366240000000000	9.85333497755349086	0.10148848103490464	0.68366240000000000
0.68544579999999999	10.17080413283172646	0.09832064278693202	0.68544579999999999
0.68722919999999998	10.49089320120942759	0.09532076829118005	0.68722919999999998
0.68901259999999998	10.81397188028629053	0.09247296100547341	0.68901259999999998
0.69079599999999997	11.14047420007118561	0.08976278586001395	0.69079599999999997
0.69257940000000007	11.47090685799261323	0.08717706563044991	0.69257940000000007
0.69436279999999995	11.80585965589356690	0.08470370046291319	0.69436279999999995
0.69614620000000005	12.14601865185641039	0.08233150538157283	0.69614620000000005
0.69792960000000004	12.49218284895512276	0.08005006107348504	0.69792960000000004
0.69971300000000003	12.84528554181859583	0.07784957342866690	0.69971300000000003
0.70149640000000002	13.20642187513622012	0.07572073718792095	0.70149640000000002
0.70327980000000001	13.57688480739672698	0.07365459854643512	0.70327980000000001
0.70506320000000000	13.95821263457857953	0.07164241054207092	0.70506320000000000
0.70684659999999999	14.35225270661163499	0.06967547328227654	0.70684659999999999
0.70862999999999998	14.76124829843566388	0.06774494810889238	0.70862999999999998
