PD	1/X	X	PD
0.50165999999999999	14.24395502264050428	0.07020522027839307	0.50165999999999999
0.50434080000000003	14.23091201201731160	0.07026956523626517	0.50434080000000003
0.50702159999999996	14.20281123061640116	0.07040859614076558	0.50702159999999996
0.50970240000000000	14.15997019238321464	0.07062161758913234	0.50970240000000000
0.51238320000000004	14.10269892997327723	0.07090841298998750	0.51238320000000004
0.51506399999999997	14.03130020250389620	0.07126923275588881	0.51506399999999997
0.51774480000000001	13.94606969658117457	0.07170479007753318	0.51774480000000001
0.52042560000000004	13.84729622085183820	0.07221626403096354	0.52042560000000004
0.52310639999999997	13.73526189431867550	0.07280530998929337	0.52310639999999997
0.52578720000000001	13.61024232864887296	0.07347407752579471	0.52578720000000001
0.52846800000000005	13.47250680469467632	0.07422523621599036	0.52846800000000005
0.53114879999999998	13.32231844343693083	0.07506200998315253	0.53114879999999998
0.53382960000000002	13.15993437155332124	0.07598822089581332	0.53382960000000002
0.53651040000000005	12.98560588180496111	0.07700834363078660	0.53651040000000005
0.53919119999999998	12.79957858842712071	0.07812757217680283	0.53919119999999998
0.54187200000000002	12.60209257770227431	0.07935190079220390	0.54187200000000002
0.54455279999999995	12.39338255388656940	0.08068822177093207	0.54455279999999995
0.54723359999999999	12.17367798065384932	0.08214444324789753	0.54723359999999999
0.54991440000000003	11.94320321821517972	0.08372963113236236	0.54991440000000003
0.55259519999999995	11.70217765626482098	0.08545418035630700	0.55259519999999995
0.55527599999999999	11.45081584289848919	0.08733002204556238	0.55527599999999999
0.55795680000000003	11.18932760964343842	0.08937087507726178	0.55795680000000003
0.56063759999999996	10.91791819273466047	0.09159255293426277	0.56063759999999996
0.56331840000000000	10.63678835076616558	0.09401334002551345	0.56331840000000000
0.56599920000000004	10.34613447884142978	0.09665445602365502	0.56599920000000004
0.56867999999999996	10.04614871934225917	0.09954063272770980	0.56867999999999996
0.57136080000000000	9.73701906943054674	0.10270083614599343	0.57136080000000000
0.57404160000000004	9.41892948539345909	0.10616917788276942	0.57404160000000004
0.57672239999999997	9.09205998393799497	0.10998607595710949	0.57672239999999997
0.57940320000000001	8.75658674053678610	0.11419974810170146	0.57940320000000001
0.58208400000000005	8.41268218492378494	0.11886815382044051	0.58208400000000005
0.58476479999999997	8.06051509383386211	0.12406155045413669	0.58476479999999997
0.58744560000000001	7.70025068107765076	0.12986590195788925	0.58744560000000001
0.59012639999999994	7.33205068503905366	0.13638749143407941	0.59012639999999994
0.59280719999999998	6.95607345367976571	0.14375926399555192	0.59280719999999998
0.59548800000000002	6.57247402713226148	0.15214970738139616	0.59548800000000002
0.59816880000000006	6.18140421795910555	0.16177553913957868	0.59816880000000006
0.60084959999999998	5.78301268915436673	0.17292025000661501	0.60084959999999998
0.60353040000000002	5.37744502995946760	0.18596191954146996	0.60353040000000002
0.60621119999999995	4.96484382956382841	0.20141620448267997	0.60621119999999995
0.60889199999999999	4.54534874875725592	0.22000512067933403	0.60889199999999999
0.61157280000000003	4.11909658959980529	0.24277168020892562	0.61157280000000003
0.61425359999999996	3.68622136317121551	0.27128050691446026	0.61425359999999996
0.61693439999999999	3.24685435546075718	0.30799040872225736	0.61693439999999999
0.61961520000000003	2.80112419145585534	0.35699952292378023	0.61961520000000003
0.62229599999999996	2.34915689748549239	0.42568463650528715	0.62229599999999996
0.62497680000000000	1.89107596187289895	0.52879948778451602	0.62497680000000000
0.62765760000000004	1.42700239395000450	0.70076967231425358	0.62765760000000004
0.63033839999999997	0.95705478148393952	1.04487226786482656	0.63033839999999997
0.63301920000000000	0.48134934656450973	2.07749321181634050	0.63301920000000000
