index	kind	Vorov	PDlocal
108	0	0.000000000000000	inf
109	0	0.392741104382405	2.546206620192005
110	0	0.000000000000000	inf
111	0	0.000000000000000	inf
112	0	0.000000000000000	inf
113	0	0.000000000000000	inf
114	0	0.000000000000000	inf
115	0	0.000000000000000	inf
116	0	0.000000000000000	inf
117	0	0.000000000000000	inf
118	0	0.000000000000000	inf
119	0	0.000000000000000	inf
120	0	0.000000000000000	inf
121	0	0.000000000000000	inf
122	0	0.558386753653821	1.790873428598492
123	0	0.000000000000000	inf
124	0	0.000000000000000	inf
125	0	0.000000000000000	inf
126	0	0.000000000000000	inf
127	0	0.000000000000000	inf
128	0	0.000000000000000	inf
129	0	0.000000000000000	inf
130	0	0.000000000000000	inf
131	0	0.000000000000000	inf
132	0	0.000000000000000	inf
133	0	0.000000000000000	inf
134	0	0.000000000000000	inf
135	0	0.000000000000000	inf
136	0	0.000000000000000	inf
137	0	0.451663463172698	2.214037843520765
138	0	0.000000000000000	inf
139	0	0.000000000000000	inf
140	0	0.213796489833073	4.677345267832857
141	0	0.000000000000000	inf
142	0	0.000000000000000	inf
143	0	0.000000000000000	inf
144	0	0.000000000000000	inf
145	0	0.000000000000000	inf
146	0	0.000000000000000	inf
147	0	0.000000000000000	inf
148	0	0.000000000000000	inf
149	0	0.000000000000000	inf
150	0	0.174594764661595	5.727548600544999
151	0	0.000000000000000	inf
152	0	0.000000000000000	inf
153	0	0.000000000000000	inf
154	0	0.000000000000000	inf
155	0	0.000000000000000	inf
156	0	0.000000000000000	inf
157	0	0.000000000000000	inf
158	0	0.000000000000000	inf
159	0	0.000000000000000	inf
160	0	0.000000000000000	inf
161	0	0.000000000000000	inf
162	0	0.000000000000000	inf
163	0	0.000000000000000	inf
164	0	0.000000000000000	inf
165	0	0.000000000000000	inf
166	0	0.000000000000000	inf
167	0	0.000000000000000	inf
168	0	0.000000000000000	inf
169	0	0.000000000000000	inf
170	0	0.000000000000000	inf
171	0	0.000000000000000	inf
172	0	0.000000000000000	inf
173	0	0.000000000000000	inf
174	0	0.000000000000000	inf
175	0	0.000000000000000	inf
176	0	0.000000000000000	inf
177	0	0.000000000000000	inf
178	0	0.000000000000000	inf
179	0	0.000000000000000	inf
180	0	0.000000000000000	inf
181	0	0.000000000000000	inf
182	0	0.000000000000000	inf
183	0	0.000000000000000	inf
184	0	0.000000000000000	inf
185	0	0.000000000000000	inf
186	0	0.000000000000000	inf
187	0	0.000000000000000	inf
188	0	0.000000000000000	inf
189	0	0.000000000000000	inf
190	0	0.000000000000000	inf
191	0	0.000000000000000	inf
192	0	0.000000000000000	inf
193	0	0.000000000000000	inf
194	0	0.000000000000000	inf
195	0	0.132557267799272	7.543909259764446
196	0	0.000000000000000	inf
197	0	0.311326158825479	3.212065454996258
198	0	0.000000000000000	inf
199	0	0.000000000000000	inf
200	0	0.000000000000000	inf
201	0	0.000000000000000	inf
202	0	0.000000000000000	inf
203	0	0.000000000000000	inf
204	0	1.069336141150701	0.935159639254230
205	0	0.000000000000000	inf
206	0	0.000000000000000	inf
207	0	0.000000000000000	inf
208	0	0.000000000000000	inf
209	0	0.000000000000000	inf
210	0	0.000000000000000	inf
211	0	0.000000000000000	inf
212	0	0.610660475456188	1.637571187578433
213	0	0.004778932831377	209.251737842869034
214	0	0.149931778601837	6.669700108444821
215	0	0.000000000000000	inf
216	0	0.000000000000000	inf
217	0	0.000000000000000	inf
218	0	0.000000000000000	inf
219	0	0.000000000000000	inf
220	0	0.000000000000000	inf
221	0	0.000000000000000	inf
222	0	0.000000000000000	inf
223	0	0.000000000000000	inf
224	0	0.000000000000000	inf
225	0	0.000000000000000	inf
226	0	0.000000000000000	inf
227	0	0.000000000000000	inf
228	0	0.000000000000000	inf
229	0	0.000000000000000	inf
230	0	0.000000000000000	inf
231	0	0.000000000000000	inf
232	0	0.000000000000000	inf
233	0	0.000000000000000	inf
234	0	0.000000000000000	inf
235	0	0.000000000000000	inf
236	0	0.000000000000000	inf
237	0	0.000000000000000	inf
238	0	0.000000000000000	inf
239	0	0.000000000000000	inf
240	0	0.000000000000000	inf
241	0	0.000000000000000	inf
242	0	0.000000000000000	inf
243	0	0.000000000000000	inf
244	0	0.000000000000000	inf
245	0	0.000000000000000	inf
246	0	0.000000000000000	inf
247	0	0.000000000000000	inf
248	0	0.000000000000000	inf
249	0	0.000000000000000	inf
250	0	0.000000000000000	inf
251	0	0.000000000000000	inf
252	0	0.000000000000000	inf
253	0	0.000000000000000	inf
254	0	0.000000000000000	inf
255	0	0.000000000000000	inf
256	0	0.000000000000000	inf
257	0	0.000000000000000	inf
258	0	0.000000000000000	inf
259	0	0.000000000000000	inf
260	0	0.000000000000000	inf
261	0	0.000000000000000	inf
262	0	0.000000000000000	inf
263	0	0.000000000000000	inf
264	0	0.000000000000000	inf
265	0	0.000000000000000	inf
266	0	0.000000000000000	inf
267	0	0.000000000000000	inf
268	0	0.000000000000000	inf
269	0	0.000000000000000	inf
270	0	0.000000000000000	inf
271	0	0.000000000000000	inf
272	0	0.000000000000000	inf
273	0	0.000000000000000	inf
274	0	0.000000000000000	inf
275	0	0.000000000000000	inf
276	0	0.000000000000000	inf
277	0	0.000000000000000	inf
278	0	0.000000000000000	inf
279	0	0.000000000000000	inf
280	0	0.000000000000000	inf
281	0	0.000000000000000	inf
282	0	0.000000000000000	inf
283	0	0.000000000000000	inf
284	0	0.000000000000000	inf
285	0	0.000000000000000	inf
286	0	0.000000000000000	inf
287	0	0.000000000000000	inf
288	0	0.000000000000000	inf
289	0	0.000000000000000	inf
290	0	0.000000000000000	inf
291	0	0.000000000000000	inf
292	0	0.000000000000000	inf
293	0	0.000000000000000	inf
294	0	0.000000000000000	inf
295	0	0.000000000000000	inf
296	0	0.000000000000000	inf
297	0	0.000000000000000	inf
298	0	0.000000000000000	inf
299	0	0.000000000000000	inf
300	0	0.000000000000000	inf
301	0	0.000000000000000	inf
302	0	0.000000000000000	inf
303	0	0.000000000000000	inf
304	0	0.679696322579632	1.471245270541893
305	0	0.000000000000000	inf
306	0	0.000000000000000	inf
307	0	0.000000000000000	inf
308	0	0.000000000000000	inf
309	0	0.000000000000000	inf
310	0	0.000000000000000	inf
311	0	0.000000000000000	inf
312	0	0.000000000000000	inf
313	0	0.000000000000000	inf
314	0	0.000000000000000	inf
315	0	0.000000000000000	inf
316	0	0.000000000000000	inf
317	0	0.218348308633333	4.579838544475635
318	0	0.000000000000000	inf
319	0	0.000000000000000	inf
320	0	0.009721521890108	102.864552618817839
321	0	0.000000000000000	inf
322	0	0.000000000000000	inf
323	0	0.000000000000000	inf
324	0	0.000000000000000	inf
325	0	0.000000000000000	inf
326	0	0.000000000000000	inf
327	0	0.000000000000000	inf
328	0	0.000000000000000	inf
329	0	0.000000000000000	inf
330	0	0.000000000000000	inf
331	0	0.000000000000000	inf
332	0	0.000000000000000	inf
333	0	0.000000000000000	inf
334	0	0.000000000000000	inf
335	0	0.000000000000000	inf
336	0	0.000000000000000	inf
337	0	0.000000000000000	inf
338	0	0.000000000000000	inf
339	0	0.000000000000000	inf
340	0	0.000000000000000	inf
341	0	0.061578043495334	16.239554608060555
342	0	1.288601323756355	0.776035210863308
343	0	0.000000000000000	inf
344	0	0.000000000000000	inf
345	0	0.000000000000000	inf
346	0	0.000000000000000	inf
347	0	0.000000000000000	inf
348	0	0.000000000000000	inf
349	0	0.000000000000000	inf
350	0	0.000000000000000	inf
351	0	0.000000000000000	inf
352	0	0.000000000000000	inf
353	0	0.000000000000000	inf
354	0	0.000000000000000	inf
355	0	0.625666616372355	1.598295280317252
356	0	0.000000000000000	inf
357	0	0.000000000000000	inf
358	0	0.000000000000000	inf
359	0	0.000000000000000	inf
360	0	0.031933357173656	31.315216704648805
361	0	0.000000000000000	inf
362	0	0.000000000000000	inf
363	0	0.000000000000000	inf
364	0	0.000000000000000	inf
365	0	0.000000000000000	inf
366	0	0.000000000000000	inf
367	0	0.058424447879227	17.116122381972232
368	0	0.000000000000000	inf
369	0	0.000000000000000	inf
370	0	0.000000000000000	inf
371	0	0.000000000000000	inf
372	0	0.000000000000000	inf
373	0	0.000000000000000	inf
374	0	0.000000000000000	inf
375	0	0.000000000000000	inf
376	0	0.000000000000000	inf
377	0	0.000000000000000	inf
378	0	0.000000000000000	inf
379	0	0.000000000000000	inf
380	0	0.000000000000000	inf
381	0	0.000000000000000	inf
382	0	0.000000000000000	inf
383	0	0.000000000000000	inf
384	0	0.000000000000000	inf
385	0	0.000000000000000	inf
386	0	0.000000000000000	inf
387	0	0.000000000000000	inf
388	0	0.000000000000000	inf
389	0	0.000000000000000	inf
390	0	0.000000000000000	inf
391	0	0.000000000000000	inf
392	0	0.000000000000000	inf
393	0	0.000000000000000	inf
394	0	0.878176616038201	1.138723101636880
395	0	0.000000000000000	inf
396	0	0.000000000000000	inf
397	0	0.000000000000000	inf
398	0	0.000000000000000	inf
399	0	0.000000000000000	inf
400	0	0.000000000000000	inf
401	0	0.000000000000000	inf
402	0	0.000000000000000	inf
403	0	0.000000000000000	inf
404	0	0.000000000000000	inf
405	0	0.000000000000000	inf
406	0	0.000000000000000	inf
407	0	0.000000000000000	inf
408	0	0.000000000000000	inf
409	0	0.000000000000000	inf
410	0	0.000000000000000	inf
411	0	0.280346719456697	3.567011598844345
412	0	0.000000000000000	inf
413	0	0.000000000000000	inf
414	0	0.000000000000000	inf
415	0	0.000000000000000	inf
416	0	0.000000000000000	inf
417	0	0.000000000000000	inf
418	0	0.122452529066842	8.166429943265115
419	0	0.000000000000000	inf
420	0	0.000000000000000	inf
421	0	0.332229098042946	3.009971149097642
422	0	0.000000000000000	inf
423	0	0.000000000000000	inf
424	0	0.000000000000000	inf
425	0	0.000000000000000	inf
426	0	0.000000000000000	inf
427	0	0.000000000000000	inf
428	0	0.000000000000000	inf
429	0	0.000000000000000	inf
430	0	0.000000000000000	inf
431	0	0.000000000000000	inf
432	0	0.000000000000000	inf
433	0	0.000000000000000	inf
434	0	0.000000000000000	inf
435	0	0.246201514666206	4.061713435661734
436	0	0.000000000000000	inf
437	0	0.000000000000000	inf
438	0	0.000000000000000	inf
439	0	0.000000000000000	inf
440	0	0.000000000000000	inf
441	0	0.000000000000000	inf
442	0	0.000000000000000	inf
443	0	0.000000000000000	inf
444	0	0.523586023588309	1.909905831990450
445	0	0.000000000000000	inf
446	0	0.000000000000000	inf
447	0	0.000000000000000	inf
448	0	0.000000000000000	inf
449	0	0.000000000000000	inf
450	0	0.000000000000000	inf
451	0	0.000000000000000	inf
452	0	0.000000000000000	inf
453	0	0.000000000000000	inf
454	0	0.000000000000000	inf
455	0	0.000000000000000	inf
456	0	0.000000000000000	inf
457	0	0.000000000000000	inf
458	0	0.000000000000000	inf
459	0	0.000000000000000	inf
460	0	0.000000000000000	inf
461	0	0.000000000000000	inf
462	0	0.000000000000000	inf
463	0	0.000000000000000	inf
464	0	0.000000000000000	inf
465	0	0.000000000000000	inf
466	0	0.000000000000000	inf
467	0	0.000000000000000	inf
468	0	0.000000000000000	inf
469	0	0.000000000000000	inf
470	0	0.000000000000000	inf
471	0	0.000000000000000	inf
472	0	0.000000000000000	inf
473	0	0.000000000000000	inf
474	0	0.000000000000000	inf
475	0	0.000000000000000	inf
476	0	0.000000000000000	inf
477	0	0.000000000000000	inf
478	0	0.000000000000000	inf
479	0	0.000000000000000	inf
480	0	0.000000000000000	inf
481	0	1.033469003695861	0.967614893551553
482	0	0.000000000000000	inf
483	0	0.000000000000000	inf
484	0	0.000000000000000	inf
485	0	0.200293835379384	4.992664892086490
486	0	0.000000000000000	inf
487	0	0.000000000000000	inf
488	0	0.000000000000000	inf
489	0	0.000000000000000	inf
490	0	0.000000000000000	inf
491	0	0.000000000000000	inf
492	0	0.000000000000000	inf
493	0	0.000000000000000	inf
494	0	0.000000000000000	inf
495	0	0.000000000000000	inf
496	0	0.000000000000000	inf
497	0	0.000000000000000	inf
498	0	0.000000000000000	inf
499	0	0.000000000000000	inf
500	0	0.081820958452790	12.221807455078809
501	0	0.000000000000000	inf
502	0	0.000000000000000	inf
503	0	0.000000000000000	inf
504	0	0.641507637125800	1.558827895612254
505	0	0.000000000000000	inf
506	0	0.000000000000000	inf
507	0	0.080324380991692	12.449520153830099
508	0	0.000000000000000	inf
509	0	0.000000000000000	inf
510	0	0.000000000000000	inf
511	0	0.000000000000000	inf
512	0	0.000000000000000	inf
513	0	0.212990149950356	4.695052800484345
514	0	0.000000000000000	inf
515	0	0.000000000000000	inf
516	0	0.000000000000000	inf
517	0	0.000000000000000	inf
518	0	0.000000000000000	inf
519	0	0.000000000000000	inf
520	0	0.000000000000000	inf
521	0	0.000000000000000	inf
522	0	0.000000000000000	inf
523	0	0.000000000000000	inf
524	0	0.000000000000000	inf
525	0	0.000000000000000	inf
526	0	0.000000000000000	inf
527	0	0.000000000000000	inf
528	0	0.000000000000000	inf
529	0	0.000000000000000	inf
530	0	0.000000000000000	inf
531	0	0.000000000000000	inf
532	0	0.000000000000000	inf
533	0	0.000000000000000	inf
534	0	0.000000000000000	inf
535	0	0.000000000000000	inf
536	0	0.000000000000000	inf
537	0	0.000000000000000	inf
538	0	0.000000000000000	inf
539	0	0.000000000000000	inf
540	0	0.000000000000000	inf
541	0	0.000000000000000	inf
542	0	0.000000000000000	inf
543	0	0.000000000000000	inf
544	0	0.000000000000000	inf
545	0	0.000000000000000	inf
546	0	0.000000000000000	inf
547	0	0.000000000000000	inf
548	0	0.000000000000000	inf
549	0	0.000000000000000	inf
550	0	0.000000000000000	inf
551	0	0.000000000000000	inf
552	0	0.000000000000000	inf
553	0	0.000000000000000	inf
554	0	0.000000000000000	inf
555	0	0.000000000000000	inf
556	0	0.000000000000000	inf
557	0	0.000000000000000	inf
558	0	0.000000000000000	inf
559	0	0.000000000000000	inf
560	0	0.000000000000000	inf
561	0	0.000000000000000	inf
562	0	0.000000000000000	inf
563	0	0.000000000000000	inf
564	0	0.000000000000000	inf
565	0	0.000000000000000	inf
566	0	0.000000000000000	inf
567	0	0.557073362258746	1.795095705070756
568	0	0.000000000000000	inf
569	0	0.000000000000000	inf
570	0	0.000000000000000	inf
571	0	0.000000000000000	inf
572	0	0.000000000000000	inf
573	0	0.000000000000000	inf
574	0	0.000000000000000	inf
575	0	0.000000000000000	inf
576	0	0.000000000000000	inf
577	0	0.000000000000000	inf
578	0	0.339934038474256	2.941747182742727
579	0	0.000000000000000	inf
580	0	0.000000000000000	inf
581	0	0.000000000000000	inf
582	0	0.000000000000000	inf
583	0	0.000000000000000	inf
584	0	0.000000000000000	inf
585	0	0.000000000000000	inf
586	0	0.000000000000000	inf
587	0	0.000000000000000	inf
588	0	0.000000000000000	inf
589	0	0.000000000000000	inf
590	0	0.000000000000000	inf
591	0	1.015967602845204	0.984283354311213
592	0	0.000000000000000	inf
593	0	0.000000000000000	inf
594	0	0.000000000000000	inf
595	0	0.000000000000000	inf
596	0	0.000000000000000	inf
597	0	0.000000000000000	inf
598	0	0.000000000000000	inf
599	0	0.000000000000000	inf
600	0	0.000000000000000	inf
601	0	0.082633583077968	12.101617317700700
602	0	0.000000000000000	inf
603	0	0.000000000000000	inf
604	0	0.000000000000000	inf
605	0	0.000000000000000	inf
606	0	0.000000000000000	inf
607	0	0.000000000000000	inf
608	0	0.000000000000000	inf
609	0	0.000000000000000	inf
610	1	0.000000000000000	inf
611	1	0.000000000000000	inf
612	1	0.000000000000000	inf
613	1	0.000000000000000	inf
614	1	0.000000000000000	inf
615	1	0.000000000000000	inf
616	1	0.000000000000000	inf
617	1	0.000000000000000	inf
618	1	0.000000000000000	inf
619	1	0.000000000000000	inf
620	1	0.000000000000000	inf
621	1	0.000000000000000	inf
622	1	0.000000000000000	inf
623	1	0.000000000000000	inf
624	1	0.000000000000000	inf
625	1	0.000000000000000	inf
626	1	0.000000000000000	inf
627	1	0.000000000000000	inf
628	1	0.000000000000000	inf
629	1	0.000000000000000	inf
630	1	1.199050040769726	0.833993549892257
631	1	0.000000000000000	inf
632	1	0.000000000000000	inf
633	1	0.000000000000000	inf
634	1	0.000000000000000	inf
635	1	0.000000000000000	inf
636	1	0.000000000000000	inf
637	1	0.000000000000000	inf
638	1	0.000000000000000	inf
639	1	0.000000000000000	inf
640	1	0.000000000000000	inf
641	1	1.393122407528945	0.717812013212646
642	1	0.000000000000000	inf
643	1	0.000000000000000	inf
644	1	0.000000000000000	inf
645	1	0.000000000000000	inf
646	1	0.000000000000000	inf
647	1	0.000000000000000	inf
648	1	0.000000000000000	inf
649	1	0.000000000000000	inf
650	1	0.740015956412522	1.351322213169346
651	1	0.000000000000000	inf
652	1	0.000000000000000	inf
653	1	0.000000000000000	inf
654	1	0.000000000000000	inf
655	1	0.000000000000000	inf
656	1	0.000000000000000	inf
657	1	0.404265059149159	2.473624611794702
658	1	0.000000000000000	inf
659	1	0.000000000000000	inf
660	1	0.058686314415950	17.039747851812873
661	1	0.000000000000000	inf
662	1	0.000000000000000	inf
663	1	0.382477577782762	2.614532349313237
664	1	0.000000000000000	inf
665	1	0.000000000000000	inf
666	1	0.000000000000000	inf
667	1	0.000000000000000	inf
668	1	0.000000000000000	inf
669	1	0.000000000000000	inf
670	1	0.000000000000000	inf
671	1	0.000000000000000	inf
672	1	0.000000000000000	inf
673	1	0.000000000000000	inf
674	1	1.279725455256433	0.781417604762436
675	1	0.000000000000000	inf
676	1	0.937389844906609	1.066792013412124
677	1	0.000000000000000	inf
678	1	0.000000000000000	inf
679	1	0.000000000000000	inf
680	1	0.000000000000000	inf
681	1	0.000000000000000	inf
682	1	0.000000000000000	inf
683	1	0.000000000000000	inf
684	1	0.000000000000000	inf
685	1	0.000000000000000	inf
686	1	0.000000000000000	inf
687	1	0.000000000000000	inf
688	1	0.000000000000000	inf
689	1	0.000000000000000	inf
690	1	0.000000000000000	inf
691	1	0.083264372793946	12.009938542078411
692	1	0.000000000000000	inf
693	1	0.000000000000000	inf
694	1	0.000000000000000	inf
695	1	0.000000000000000	inf
696	1	0.000000000000000	inf
697	1	0.000000000000000	inf
698	1	0.000000000000000	inf
699	1	0.000000000000000	inf
700	1	0.000000000000000	inf
701	1	0.000000000000000	inf
702	1	0.000000000000000	inf
703	1	0.000000000000000	inf
704	1	0.000000000000000	inf
705	1	0.000000000000000	inf
706	1	0.000000000000000	inf
707	1	0.000000000000000	inf
708	1	0.000000000000000	inf
709	1	0.000000000000000	inf
710	1	0.000000000000000	inf
711	1	0.000000000000000	inf
712	1	0.000000000000000	inf
713	1	0.000000000000000	inf
714	1	0.000000000000000	inf
715	1	0.000000000000000	inf
716	1	0.000000000000000	inf
717	1	0.000000000000000	inf
718	1	0.000000000000000	inf
719	1	0.000000000000000	inf
720	1	0.044297494594844	22.574640149431769
721	1	0.000000000000000	inf
722	1	0.000000000000000	inf
723	1	0.000000000000000	inf
724	1	0.000000000000000	inf
725	1	0.000000000000000	inf
726	1	0.000000000000000	inf
727	1	0.661039230658019	1.512769520508743
728	1	0.000000000000000	inf
729	1	0.000000000000000	inf
730	1	0.000000000000000	inf
731	1	0.000000000000000	inf
732	1	0.000000000000000	inf
733	1	0.000000000000000	inf
734	1	0.659504699910795	1.516289421645155
735	1	0.000000000000000	inf
736	1	0.000000000000000	inf
737	1	0.000000000000000	inf
738	1	0.000000000000000	inf
739	1	0.000000000000000	inf
740	1	0.603724156995749	1.656385599967041
741	1	0.000000000000000	inf
742	1	0.000000000000000	inf
743	1	0.000000000000000	inf
744	1	0.000000000000000	inf
745	1	0.000000000000000	inf
746	1	0.000000000000000	inf
747	1	0.000000000000000	inf
748	1	0.000000000000000	inf
749	1	0.000000000000000	inf
750	1	0.000000000000000	inf
751	1	0.000000000000000	inf
752	1	0.000000000000000	inf
753	1	0.000000000000000	inf
754	1	0.000000000000000	inf
755	1	0.000000000000000	inf
756	1	0.000000000000000	inf
757	1	0.000000000000000	inf
758	1	0.000000000000000	inf
759	1	0.000000000000000	inf
760	1	0.000000000000000	inf
761	1	0.000000000000000	inf
762	1	0.100488614912330	9.951376092430353
763	1	0.000000000000000	inf
764	1	0.000000000000000	inf
765	1	0.000000000000000	inf
766	1	0.000000000000000	inf
767	1	0.000000000000000	inf
768	1	1.144335542191355	0.873869562842592
769	1	1.043366747625650	0.958435758352144
770	1	0.000000000000000	inf
771	1	0.000000000000000	inf
772	1	0.000000000000000	inf
773	1	0.000000000000000	inf
774	1	0.000000000000000	inf
775	1	0.000000000000000	inf
776	1	0.000000000000000	inf
777	1	0.000000000000000	inf
778	1	0.000000000000000	inf
779	1	0.000000000000000	inf
780	1	0.000000000000000	inf
781	1	0.000000000000000	inf
782	1	0.000000000000000	inf
783	1	0.000000000000000	inf
784	1	0.000000000000000	inf
785	1	0.000000000000000	inf
786	1	0.000000000000000	inf
787	1	0.000000000000000	inf
788	1	0.000000000000000	inf
789	1	0.000000000000000	inf
790	1	0.000000000000000	inf
791	1	0.830593033185758	1.203959050998149
792	1	0.000000000000000	inf
793	1	0.000000000000000	inf
794	1	0.000000000000000	inf
795	1	0.000000000000000	inf
796	1	0.000000000000000	inf
797	1	0.000000000000000	inf
798	1	0.000000000000000	inf
799	1	0.000000000000000	inf
800	1	0.000000000000000	inf
801	1	0.000000000000000	inf
802	1	0.000000000000000	inf
803	1	0.000000000000000	inf
804	1	0.585335065051607	1.708423191615613
805	1	0.000000000000000	inf
806	1	0.000000000000000	inf
807	1	0.000000000000000	inf
808	1	0.000000000000000	inf
809	1	0.000000000000000	inf
810	1	0.000000000000000	inf
811	1	0.000000000000000	inf
812	1	0.000000000000000	inf
813	1	0.000000000000000	inf
814	1	0.000000000000000	inf
815	1	0.000000000000000	inf
816	1	0.000000000000000	inf
817	1	0.000000000000000	inf
818	1	0.000000000000000	inf
819	1	0.000000000000000	inf
820	1	0.000000000000000	inf
821	1	0.000000000000000	inf
822	1	0.000000000000000	inf
823	1	0.000000000000000	inf
824	1	0.000000000000000	inf
825	1	0.000000000000000	inf
826	1	0.000000000000000	inf
827	1	0.000000000000000	inf
828	1	0.000000000000000	inf
829	1	0.000000000000000	inf
830	1	0.571953517959111	1.748393826771584
831	1	0.000000000000000	inf
832	1	0.000000000000000	inf
833	1	0.000000000000000	inf
834	1	0.000000000000000	inf
835	1	0.000000000000000	inf
836	1	0.000000000000000	inf
837	1	0.000000000000000	inf
838	1	0.000000000000000	inf
839	1	0.000000000000000	inf
840	1	0.000000000000000	inf
841	1	0.000000000000000	inf
842	1	0.000000000000000	inf
843	1	0.000000000000000	inf
844	1	0.000000000000000	inf
845	1	0.434855030980323	2.299616949919224
846	1	0.000000000000000	inf
847	1	0.000000000000000	inf
848	1	0.000000000000000	inf
849	1	0.000000000000000	inf
850	1	0.000000000000000	inf
851	1	0.000000000000000	inf
852	1	0.000000000000000	inf
853	1	0.944643027195943	1.058600943647864
854	1	0.000000000000000	inf
855	1	0.000000000000000	inf
856	1	0.000000000000000	inf
857	1	0.000000000000000	inf
858	1	0.000000000000000	inf
859	1	0.000000000000000	inf
860	1	0.000000000000000	inf
861	1	0.000000000000000	inf
862	1	0.000000000000000	inf
863	1	0.000000000000000	inf
864	1	0.000000000000000	inf
865	1	0.000000000000000	inf
866	1	0.000000000000000	inf
867	1	0.000000000000000	inf
868	1	0.000000000000000	inf
869	1	0.000000000000000	inf
870	1	0.000000000000000	inf
871	1	0.000000000000000	inf
872	1	0.000000000000000	inf
873	1	0.000000000000000	inf
874	1	0.000000000000000	inf
875	1	0.000000000000000	inf
876	1	0.000000000000000	inf
877	1	0.000000000000000	inf
878	1	0.000000000000000	inf
879	1	0.000000000000000	inf
880	1	0.000000000000000	inf
881	1	0.000000000000000	inf
882	1	0.000000000000000	inf
883	1	0.000000000000000	inf
884	1	0.000000000000000	inf
885	1	0.000000000000000	inf
886	1	0.000000000000000	inf
887	1	0.000000000000000	inf
888	1	0.000000000000000	inf
889	1	0.000000000000000	inf
890	1	0.000000000000000	inf
891	1	0.000000000000000	inf
892	1	0.000000000000000	inf
893	1	0.000000000000000	inf
894	1	0.119822349942870	8.345688433558420
895	1	0.000000000000000	inf
896	1	0.000000000000000	inf
897	1	0.000000000000000	inf
898	1	0.000000000000000	inf
899	1	0.000000000000000	inf
900	1	0.000000000000000	inf
901	1	0.000000000000000	inf
902	1	0.000000000000000	inf
903	1	0.000000000000000	inf
904	1	0.000000000000000	inf
905	1	0.000000000000000	inf
906	1	0.000000000000000	inf
907	1	0.000000000000000	inf
908	1	0.000000000000000	inf
909	1	0.066256885124735	15.092771085109124
